"","p_year","tech_field","tech_name","Continent","Region","Country","geo","geo_level","indicator","share_inv","rank_2000","Geo","Rank based on year 2000"
"5909",1992,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.9440280106302,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 1992
Value: 0.94",57
"5910",1993,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.735612008161857,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 1993
Value: 0.74",57
"5911",1994,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.833671690979092,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 1994
Value: 0.83",57
"5912",1995,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.645588437015801,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 1995
Value: 0.65",57
"5913",1996,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.588042810577573,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 1996
Value: 0.59",57
"5914",1997,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",1.38172115776188,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 1997
Value: 1.38",57
"5915",1998,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.730247003819565,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 1998
Value: 0.73",57
"5916",1999,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.593976069747861,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 1999
Value: 0.59",57
"5917",2000,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.653781085525371,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2000
Value: 0.65",57
"5918",2001,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.583422208146468,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2001
Value: 0.58",57
"5919",2002,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.637001195425835,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2002
Value: 0.64",57
"5920",2003,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.44362971675563,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2003
Value: 0.44",57
"5921",2004,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.741677630550587,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2004
Value: 0.74",57
"5922",2005,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.569501811025381,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2005
Value: 0.57",57
"5923",2006,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.727655744177446,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2006
Value: 0.73",57
"5924",2007,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.970206290118337,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2007
Value: 0.97",57
"5925",2008,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.593054900471134,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2008
Value: 0.59",57
"5926",2009,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.937959591502751,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2009
Value: 0.94",57
"5927",2010,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.898416021897989,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2010
Value: 0.9",57
"5928",2011,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",1.14919319365499,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2011
Value: 1.15",57
"5929",2012,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.826438686916862,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2012
Value: 0.83",57
"5930",2013,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.585806972072106,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2013
Value: 0.59",57
"5931",2014,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",0.848565217843345,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2014
Value: 0.85",57
"5932",2015,"16","Pharmaceuticals",NA,"DE - Karlsruhe",NA,"DE - Karlsruhe","regio","RCA of pharma patents",1.01266633798206,57,"DE - Karlsruhe
Indicator: RCA of pharma patents
Year: 2015
Value: 1.01",57
"5933",1990,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.590867713656005,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1990
Value: 0.59",33
"5934",1991,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",1.13627127823335,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1991
Value: 1.14",33
"5935",1992,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.609817625030472,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1992
Value: 0.61",33
"5936",1993,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.738831584512933,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1993
Value: 0.74",33
"5937",1994,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.710038659062567,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1994
Value: 0.71",33
"5938",1995,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.686970824220306,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1995
Value: 0.69",33
"5939",1996,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.588306781282148,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1996
Value: 0.59",33
"5940",1997,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.762750689645879,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1997
Value: 0.76",33
"5941",1998,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.619264928471909,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1998
Value: 0.62",33
"5942",1999,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.852929812280656,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 1999
Value: 0.85",33
"5943",2000,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.840551754759116,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2000
Value: 0.84",33
"5944",2001,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.893669031692849,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2001
Value: 0.89",33
"5945",2002,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.512830243312397,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2002
Value: 0.51",33
"5946",2003,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.709861134108008,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2003
Value: 0.71",33
"5947",2004,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.565271422111846,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2004
Value: 0.57",33
"5948",2005,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.687866305110954,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2005
Value: 0.69",33
"5949",2006,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.680689070133133,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2006
Value: 0.68",33
"5950",2007,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.680647164070476,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2007
Value: 0.68",33
"5951",2008,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.992428758307287,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2008
Value: 0.99",33
"5952",2009,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.653717679508404,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2009
Value: 0.65",33
"5953",2010,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.842624748432745,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2010
Value: 0.84",33
"5954",2011,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.828006620771713,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2011
Value: 0.83",33
"5955",2012,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.847004932217836,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2012
Value: 0.85",33
"5956",2013,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.826523601462763,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2013
Value: 0.83",33
"5957",2014,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.588957840638852,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2014
Value: 0.59",33
"5958",2015,"16","Pharmaceuticals",NA,"DE - Köln",NA,"DE - Köln","regio","RCA of pharma patents",0.5581034745885,33,"DE - Köln
Indicator: RCA of pharma patents
Year: 2015
Value: 0.56",33
"5959",1990,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.649849943139627,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1990
Value: 0.65",24
"5960",1991,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.375776267057912,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1991
Value: 0.38",24
"5961",1992,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.537321951455745,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1992
Value: 0.54",24
"5962",1993,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.561573263890931,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1993
Value: 0.56",24
"5963",1994,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.649583552384035,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1994
Value: 0.65",24
"5964",1995,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.520570577891546,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1995
Value: 0.52",24
"5965",1996,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.528213739221874,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1996
Value: 0.53",24
"5966",1997,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.507073088000608,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1997
Value: 0.51",24
"5967",1998,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.444537881492374,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1998
Value: 0.44",24
"5968",1999,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.401541219722957,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 1999
Value: 0.4",24
"5969",2000,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.681106723562097,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2000
Value: 0.68",24
"5970",2001,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.812471356641831,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2001
Value: 0.81",24
"5971",2002,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.776059914092249,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2002
Value: 0.78",24
"5972",2003,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.688266420046644,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2003
Value: 0.69",24
"5973",2004,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",1.03570726938041,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2004
Value: 1.04",24
"5974",2005,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.705367983292618,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2005
Value: 0.71",24
"5975",2006,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.748816438315415,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2006
Value: 0.75",24
"5976",2007,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",1.10855480151548,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2007
Value: 1.11",24
"5977",2008,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.698858974608359,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2008
Value: 0.7",24
"5978",2009,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.800756069389282,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2009
Value: 0.8",24
"5979",2010,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.788407279033325,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2010
Value: 0.79",24
"5980",2011,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.830705852959335,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2011
Value: 0.83",24
"5981",2012,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.739315423904929,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2012
Value: 0.74",24
"5982",2013,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",0.870605650304061,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2013
Value: 0.87",24
"5983",2014,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",1.01193030648028,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2014
Value: 1.01",24
"5984",2015,"16","Pharmaceuticals",NA,"DE - Oberbayern",NA,"DE - Oberbayern","regio","RCA of pharma patents",1.14337908395863,24,"DE - Oberbayern
Indicator: RCA of pharma patents
Year: 2015
Value: 1.14",24
"5985",1990,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",0.771406373407286,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1990
Value: 0.77",25
"5986",1991,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.3233395347529,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1991
Value: 1.32",25
"5987",1992,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.05851603943424,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1992
Value: 1.06",25
"5988",1993,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",0.881105283526083,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1993
Value: 0.88",25
"5989",1994,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",0.971719227584323,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1994
Value: 0.97",25
"5990",1995,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",0.864765391738361,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1995
Value: 0.86",25
"5991",1996,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",0.870268486539731,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1996
Value: 0.87",25
"5992",1997,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.03096205470038,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1997
Value: 1.03",25
"5993",1998,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.27326595348679,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1998
Value: 1.27",25
"5994",1999,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.20338792762371,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 1999
Value: 1.2",25
"5995",2000,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.31648774467503,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2000
Value: 1.32",25
"5996",2001,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",0.96063432161779,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2001
Value: 0.96",25
"5997",2002,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.36198754726206,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2002
Value: 1.36",25
"5998",2003,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.03353537498872,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2003
Value: 1.03",25
"5999",2004,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.11319330327132,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2004
Value: 1.11",25
"6000",2005,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",0.971392244052322,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2005
Value: 0.97",25
"6001",2006,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.03251236572338,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2006
Value: 1.03",25
"6002",2007,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.51576099648051,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2007
Value: 1.52",25
"6003",2008,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.58222061721701,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2008
Value: 1.58",25
"6004",2009,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",2.06183093470005,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2009
Value: 2.06",25
"6005",2010,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",2.87793976334142,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2010
Value: 2.88",25
"6006",2011,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",2.13627490585692,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2011
Value: 2.14",25
"6007",2012,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",2.84954594883198,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2012
Value: 2.85",25
"6008",2013,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.48796424361498,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2013
Value: 1.49",25
"6009",2014,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.64700593148168,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2014
Value: 1.65",25
"6010",2015,"16","Pharmaceuticals",NA,"DE - Rheinhessen-Pfalz",NA,"DE - Rheinhessen-Pfalz","regio","RCA of pharma patents",1.28569823883952,25,"DE - Rheinhessen-Pfalz
Indicator: RCA of pharma patents
Year: 2015
Value: 1.29",25
"6011",1990,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",1.2293833416693,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1990
Value: 1.23",41
"6012",1991,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",1.30012836669129,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1991
Value: 1.3",41
"6013",1992,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",1.40708530173311,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1992
Value: 1.41",41
"6014",1993,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",1.01007468387254,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1993
Value: 1.01",41
"6015",1994,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",0.967264086233059,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1994
Value: 0.97",41
"6016",1995,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",0.744224942093799,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1995
Value: 0.74",41
"6017",1996,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",0.552973579238921,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1996
Value: 0.55",41
"6018",1997,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",0.803070578218181,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1997
Value: 0.8",41
"6019",1998,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",1.18365137176732,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1998
Value: 1.18",41
"6020",1999,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",0.819915172444447,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 1999
Value: 0.82",41
"6021",2000,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",1.25481077832504,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 2000
Value: 1.25",41
"6022",2001,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",0.968751821624772,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 2001
Value: 0.97",41
"6023",2002,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",2.01054888635526,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 2002
Value: 2.01",41
"6024",2003,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",2.06814333166545,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 2003
Value: 2.07",41
"6025",2004,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",2.64740834013469,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 2004
Value: 2.65",41
"6026",2005,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",1.60248707560203,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 2005
Value: 1.6",41
"6027",2006,"16","Pharmaceuticals",NA,"DE - Tübingen",NA,"DE - Tübingen","regio","RCA of pharma patents",1.66973436967246,41,"DE - Tübingen
Indicator: RCA of pharma patents
Year: 2006
Value: 1.67",41
