"","ind.code","year","variable","value","ind.name","Industry"
"933","28",2007,"GVA in millions CHF",12912.3945648691,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2007
Value: 12912.39 million CHF"
"934","28",2008,"GVA in millions CHF",13033.5266752313,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2008
Value: 13033.53 million CHF"
"935","28",2009,"GVA in millions CHF",11295.1555386083,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2009
Value: 11295.16 million CHF"
"936","28",2010,"GVA in millions CHF",12272.2842935129,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2010
Value: 12272.28 million CHF"
"937","28",2011,"GVA in millions CHF",12534.1203880462,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2011
Value: 12534.12 million CHF"
"938","28",2012,"GVA in millions CHF",11514.8577468856,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2012
Value: 11514.86 million CHF"
"939","28",2013,"GVA in millions CHF",11767.843055026,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2013
Value: 11767.84 million CHF"
"940","28",2014,"GVA in millions CHF",12096.5925703877,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2014
Value: 12096.59 million CHF"
"941","28",2015,"GVA in millions CHF",11855.4541574158,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2015
Value: 11855.45 million CHF"
"942","28",2016,"GVA in millions CHF",11876.5981271107,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2016
Value: 11876.6 million CHF"
"943","28",2017,"GVA in millions CHF",11931.0066459349,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2017
Value: 11931.01 million CHF"
"944","28",2018,"GVA in millions CHF",12425.8999636421,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2018
Value: 12425.9 million CHF"
"945","28",2019,"GVA in millions CHF",12075.5058126803,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2019
Value: 12075.51 million CHF"
"946","28",2011,"Share in GDP",2.02532779592532,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2011
Value: 2.03%"
"947","28",2012,"Share in GDP",1.83385268463355,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2012
Value: 1.83%"
"948","28",2013,"Share in GDP",1.84048652564368,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2013
Value: 1.84%"
"949","28",2014,"Share in GDP",1.85702651829688,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2014
Value: 1.86%"
"950","28",2015,"Share in GDP",1.81066898184629,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2015
Value: 1.81%"
"951","28",2016,"Share in GDP",1.78556419263348,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2016
Value: 1.79%"
"952","28",2017,"Share in GDP",1.77349240788636,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2017
Value: 1.77%"
"953","28",2018,"Share in GDP",1.77704588649545,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2018
Value: 1.78%"
"954","28",2019,"Share in GDP",1.70861220965798,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: Share in GDP
Year: 2019
Value: 1.71%"
"955","28",1999,"GVA percentage change",0.802143194819088,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA percentage change
Year: 1999
Value: 0.8%"
"956","28",2000,"GVA percentage change",4.3375646394787,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA percentage change
Year: 2000
Value: 4.34%"
"957","28",2001,"GVA percentage change",4.42782491161348,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA percentage change
Year: 2001
Value: 4.43%"
"958","28",2002,"GVA percentage change",-3.35179786554748,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA percentage change
Year: 2002
Value: -3.35%"
"959","28",2003,"GVA percentage change",-3.70587279739429,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA percentage change
Year: 2003
Value: -3.71%"
"960","28",2004,"GVA percentage change",-0.217601170445002,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA percentage change
Year: 2004
Value: -0.22%"
"961","28",2005,"GVA percentage change",2.38160345559774,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA percentage change
Year: 2005
Value: 2.38%"
"962","28",2006,"GVA percentage change",7.6955534777388,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA percentage change
Year: 2006
Value: 7.7%"
"963","28",1997,"GVA in millions CHF",10591.5076252051,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 1997
Value: 10591.51 million CHF"
"964","28",1998,"GVA in millions CHF",10859.5005044795,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 1998
Value: 10859.5 million CHF"
"965","28",1999,"GVA in millions CHF",10946.6092487676,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 1999
Value: 10946.61 million CHF"
"966","28",2000,"GVA in millions CHF",11421.425500764,"Machinery and equipment n.e.c.","Machinery and equipment n.e.c.
Indicator: GVA in millions CHF
Year: 2000
Value: 11421.43 million CHF"
"967","29",1997,"GVA percentage change",NA,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 1997
Value: NA%"
"968","29",1998,"GVA percentage change",-1.77157052626224,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 1998
Value: -1.77%"
"969","29",1999,"GVA percentage change",-2.38829392329944,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 1999
Value: -2.39%"
"970","29",2000,"GVA percentage change",0.127667519189283,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2000
Value: 0.13%"
"971","29",2001,"GVA percentage change",1.49411406819142,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2001
Value: 1.49%"
"972","29",2002,"GVA percentage change",-1.64181498599188,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2002
Value: -1.64%"
"973","29",2003,"GVA percentage change",-2.46420720811444,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2003
Value: -2.46%"
"974","29",2004,"GVA percentage change",-1.93204537456463,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2004
Value: -1.93%"
"975","29",2005,"GVA percentage change",4.03875063432623,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2005
Value: 4.04%"
"976","29",2006,"GVA percentage change",27.0751346407699,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2006
Value: 27.08%"
"977","29",2007,"GVA percentage change",5.47285454474625,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2007
Value: 5.47%"
"978","29",2008,"GVA percentage change",1.15229643292671,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2008
Value: 1.15%"
"979","29",2009,"GVA percentage change",-7.16003645997475,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2009
Value: -7.16%"
"980","29",2010,"GVA percentage change",30.2533007134416,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2010
Value: 30.25%"
"981","29",2011,"GVA percentage change",12.9948108925083,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2011
Value: 12.99%"
"982","29",2012,"GVA percentage change",-10.5501184890464,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2012
Value: -10.55%"
"983","29",2013,"GVA percentage change",2.7868592952726,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2013
Value: 2.79%"
"984","29",2014,"GVA percentage change",-3.62096428395742,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2014
Value: -3.62%"
"985","29",2015,"GVA percentage change",-2.70497466545274,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2015
Value: -2.7%"
"986","29",2016,"GVA percentage change",-9.72367573139124,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2016
Value: -9.72%"
"987","29",2017,"GVA percentage change",-12.3588017095309,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2017
Value: -12.36%"
"988","29",2018,"GVA percentage change",8.68738274504358,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2018
Value: 8.69%"
"989","29",2019,"GVA percentage change",3.23901059160252,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA percentage change
Year: 2019
Value: 3.24%"
"990","29",1997,"GVA in millions CHF",484.390501262111,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 1997
Value: 484.39 million CHF"
"991","29",1998,"GVA in millions CHF",475.809181909737,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 1998
Value: 475.81 million CHF"
"992","29",1999,"GVA in millions CHF",464.445460131686,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 1999
Value: 464.45 million CHF"
"993","29",2000,"GVA in millions CHF",465.038406128624,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2000
Value: 465.04 million CHF"
"994","29",2001,"GVA in millions CHF",471.986610377085,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2001
Value: 471.99 million CHF"
"995","29",2002,"GVA in millions CHF",464.237463476039,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2002
Value: 464.24 million CHF"
"996","29",2003,"GVA in millions CHF",452.797690438294,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2003
Value: 452.8 million CHF"
"997","29",2004,"GVA in millions CHF",444.049433604046,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2004
Value: 444.05 million CHF"
"998","29",2005,"GVA in millions CHF",461.983482920451,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2005
Value: 461.98 million CHF"
"999","29",2006,"GVA in millions CHF",587.066132939281,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2006
Value: 587.07 million CHF"
"1000","29",2007,"GVA in millions CHF",619.195408476515,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2007
Value: 619.2 million CHF"
"1001","29",2008,"GVA in millions CHF",626.330375081236,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2008
Value: 626.33 million CHF"
"1002","29",2009,"GVA in millions CHF",581.484891865523,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2009
Value: 581.48 million CHF"
"1003","29",2010,"GVA in millions CHF",757.40326480483,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2010
Value: 757.4 million CHF"
"1004","29",2011,"GVA in millions CHF",855.826386759902,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2011
Value: 855.83 million CHF"
"1005","29",2012,"GVA in millions CHF",765.535688896208,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2012
Value: 765.54 million CHF"
"1006","29",2013,"GVA in millions CHF",786.870091400841,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2013
Value: 786.87 million CHF"
"1007","29",2014,"GVA in millions CHF",758.377806430073,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2014
Value: 758.38 million CHF"
"1008","29",2015,"GVA in millions CHF",737.863878897723,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2015
Value: 737.86 million CHF"
"1009","29",2016,"GVA in millions CHF",666.116387974643,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2016
Value: 666.12 million CHF"
"1010","29",2017,"GVA in millions CHF",583.792384430168,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2017
Value: 583.79 million CHF"
"1011","29",2018,"GVA in millions CHF",634.508663302033,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2018
Value: 634.51 million CHF"
"1012","29",2019,"GVA in millions CHF",655.060466111021,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: GVA in millions CHF
Year: 2019
Value: 655.06 million CHF"
"1013","29",1999,"Share in GDP",0.107902524409993,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 1999
Value: 0.11%"
"1014","29",2000,"Share in GDP",0.102919805340702,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2000
Value: 0.1%"
"1015","29",2001,"Share in GDP",0.101529356828767,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2001
Value: 0.1%"
"1016","29",2002,"Share in GDP",0.0997773474853934,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2002
Value: 0.1%"
"1017","29",2003,"Share in GDP",0.0961746840344684,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2003
Value: 0.1%"
"1018","29",2004,"Share in GDP",0.0915300316705073,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2004
Value: 0.09%"
"1019","29",2005,"Share in GDP",0.091612341226802,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2005
Value: 0.09%"
"1020","29",2006,"Share in GDP",0.109610759259074,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2006
Value: 0.11%"
"1021","29",2007,"Share in GDP",0.1086090364705,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2007
Value: 0.11%"
"1022","29",2008,"Share in GDP",0.105270185230833,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2008
Value: 0.11%"
"1023","29",2009,"Share in GDP",0.0992036179948842,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2009
Value: 0.1%"
"1024","29",2010,"Share in GDP",0.124814368864058,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2010
Value: 0.12%"
"1025","29",2011,"Share in GDP",0.138288840056478,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2011
Value: 0.14%"
"1026","29",2012,"Share in GDP",0.121918977127165,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2012
Value: 0.12%"
"1027","29",2013,"Share in GDP",0.12306620626086,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2013
Value: 0.12%"
"1028","29",2014,"Share in GDP",0.116423504324353,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2014
Value: 0.12%"
"1029","29",2015,"Share in GDP",0.112693045800289,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2015
Value: 0.11%"
"1030","29",2016,"Share in GDP",0.100145981009397,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2016
Value: 0.1%"
"1031","29",2017,"Share in GDP",0.0867782067594056,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2017
Value: 0.09%"
"1032","29",2018,"Share in GDP",0.0907419996431483,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2018
Value: 0.09%"
"1033","29",2019,"Share in GDP",0.0926871576084404,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 2019
Value: 0.09%"
"1034","29",1997,"Share in GDP",0.11666256051196,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 1997
Value: 0.12%"
"1035","29",1998,"Share in GDP",0.111616532547736,"Motor vehicles, trailers and semi-trailers","Motor vehicles, trailers and semi-trailers
Indicator: Share in GDP
Year: 1998
Value: 0.11%"
"1036","30",2016,"GVA percentage change",-8.29444071240294,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2016
Value: -8.29%"
"1037","30",2017,"GVA percentage change",-1.42111656105668,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2017
Value: -1.42%"
"1038","30",2018,"GVA percentage change",3.83749213860765,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2018
Value: 3.84%"
"1039","30",2019,"GVA percentage change",-1.66090360656904,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2019
Value: -1.66%"
"1040","30",1997,"GVA percentage change",NA,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 1997
Value: NA%"
"1041","30",1998,"GVA percentage change",-8.19044928643001,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 1998
Value: -8.19%"
"1042","30",1999,"GVA percentage change",-5.05948882024972,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 1999
Value: -5.06%"
"1043","30",2000,"GVA percentage change",-2.14805357992595,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2000
Value: -2.15%"
"1044","30",2001,"GVA percentage change",4.66521869466446,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2001
Value: 4.67%"
"1045","30",2002,"GVA percentage change",8.86870451965284,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2002
Value: 8.87%"
"1046","30",2003,"GVA percentage change",8.60442803757224,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2003
Value: 8.6%"
"1047","30",2004,"GVA percentage change",9.09811963652759,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2004
Value: 9.1%"
"1048","30",2005,"GVA percentage change",5.08450874244666,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2005
Value: 5.08%"
"1049","30",2006,"GVA percentage change",13.2148365166021,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2006
Value: 13.21%"
"1050","30",2007,"GVA percentage change",8.72274563263467,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2007
Value: 8.72%"
"1051","30",2008,"GVA percentage change",8.23744399781132,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2008
Value: 8.24%"
"1052","30",2009,"GVA percentage change",-3.39217356857353,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2009
Value: -3.39%"
"1053","30",2010,"GVA percentage change",42.6258568038794,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2010
Value: 42.63%"
"1054","30",2011,"GVA percentage change",30.9248358088342,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2011
Value: 30.92%"
"1055","30",2012,"GVA percentage change",4.11301842480379,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2012
Value: 4.11%"
"1056","30",2013,"GVA percentage change",7.16776087859887,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2013
Value: 7.17%"
"1057","30",2014,"GVA percentage change",4.28251742741774,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2014
Value: 4.28%"
"1058","30",2015,"GVA percentage change",0.0650047018899818,"Other transport equipment","Other transport equipment
Indicator: GVA percentage change
Year: 2015
Value: 0.07%"
"1059","30",1997,"GVA in millions CHF",605.74224886306,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 1997
Value: 605.74 million CHF"
"1060","30",1998,"GVA in millions CHF",556.12923716345,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 1998
Value: 556.13 million CHF"
"1061","30",1999,"GVA in millions CHF",527.991940583026,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 1999
Value: 527.99 million CHF"
"1062","30",2000,"GVA in millions CHF",516.650390801611,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2000
Value: 516.65 million CHF"
"1063","30",2001,"GVA in millions CHF",540.753261419345,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2001
Value: 540.75 million CHF"
"1064","30",2002,"GVA in millions CHF",588.711070355013,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2002
Value: 588.71 million CHF"
"1065","30",2003,"GVA in millions CHF",639.366290752931,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2003
Value: 639.37 million CHF"
"1066","30",2004,"GVA in millions CHF",697.536600801262,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2004
Value: 697.54 million CHF"
"1067","30",2005,"GVA in millions CHF",733.002910250767,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2005
Value: 733 million CHF"
"1068","30",2006,"GVA in millions CHF",829.868046502341,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2006
Value: 829.87 million CHF"
"1069","30",2007,"GVA in millions CHF",902.255325285255,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2007
Value: 902.26 million CHF"
"1070","30",2008,"GVA in millions CHF",976.578102422898,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2008
Value: 976.58 million CHF"
"1071","30",2009,"GVA in millions CHF",943.450878156032,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2009
Value: 943.45 million CHF"
"1072","30",2010,"GVA in millions CHF",1345.60489849376,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2010
Value: 1345.6 million CHF"
"1073","30",2011,"GVA in millions CHF",1761.73100398859,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2011
Value: 1761.73 million CHF"
"1074","30",2016,"GVA in millions CHF",1881.04065688679,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2016
Value: 1881.04 million CHF"
"1075","30",2017,"GVA in millions CHF",1854.30887659157,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2017
Value: 1854.31 million CHF"
"1076","30",2018,"GVA in millions CHF",1925.46783395627,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2018
Value: 1925.47 million CHF"
"1077","30",2019,"GVA in millions CHF",1893.48766925876,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2019
Value: 1893.49 million CHF"
"1078","30",2007,"Share in GDP",0.158258734138088,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2007
Value: 0.16%"
"1079","30",2000,"Share in GDP",0.114342292915463,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2000
Value: 0.11%"
"1080","30",2001,"Share in GDP",0.11632179733044,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2001
Value: 0.12%"
"1081","30",2015,"GVA in millions CHF",2051.17407439573,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2015
Value: 2051.17 million CHF"
"1082","30",2006,"Share in GDP",0.154944156302361,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2006
Value: 0.15%"
"1083","30",2008,"Share in GDP",0.164137908401935,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2008
Value: 0.16%"
"1084","30",2009,"Share in GDP",0.160956444136082,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2009
Value: 0.16%"
"1085","30",2010,"Share in GDP",0.221745579865123,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2010
Value: 0.22%"
"1086","30",2011,"Share in GDP",0.284669578786269,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2011
Value: 0.28%"
"1087","30",2019,"Share in GDP",0.267917236819602,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2019
Value: 0.27%"
"1088","30",2013,"GVA in millions CHF",1965.66177299422,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2013
Value: 1965.66 million CHF"
"1089","30",2014,"GVA in millions CHF",2049.84158098679,"Other transport equipment","Other transport equipment
Indicator: GVA in millions CHF
Year: 2014
Value: 2049.84 million CHF"
"1090","30",2005,"Share in GDP",0.145356090026481,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 2005
Value: 0.15%"
"1091","30",1997,"Share in GDP",0.145889404475333,"Other transport equipment","Other transport equipment
Indicator: Share in GDP
Year: 1997
Value: 0.15%"
